24,39.00,17.80,16.65,754,0.61
25,39.00,17.80,16.65,746,0.60
26,39.00,18.80,17.75,753,0.61
27,39.00,18.80,17.75,746,0.60
28,39.00,18.90,17.86,755,0.61
29,39.00,18.90,17.86,747,0.60
30,39.00,18.90,17.86,752,0.61
31,39.00,18.90,17.86,747,0.60
32,39.00,19.00,17.97,755,0.61
33,39.00,19.00,17.97,747,0.60
34,39.00,19.00,17.97,37.00,19.10,18.03,752,0.61
91,37.00,19.10,18.03,748,0.60
92,37.00,19.10,18.03,754,0.61
93,37.00,19.10,18.03,743,0.60
94,37.00,19.10,18.03,754,0.61
95,37.00,19.10,18.03,746,0.60
96,37.00,19.00,17.92,754,0.61
97,37.00,19.00,17.92,742,0.60
98,37.00,19.00,17.92,754,0.61
99,37.00,19.00,17.92,745,0.60
100,37.00,19.00,17.92,.20,18.14,755,0.61
155,37.00,19.20,18.14,747,0.60
156,37.00,19.20,18.14,754,0.61
157,37.00,19.20,18.14,736,0.59
158,37.00,19.20,18.14,757,0.61
159,37.00,19.20,18.14,747,0.60
160,37.00,19.20,18.14,753,0.61
161,37.00,19.20,18.14,747,0.60
162,37.00,19.20,18.14,755,0.61
163,37.00,19.20,18.14,747,0.60
164,37.00,19.20,18.14,.80,17.68,754,0.61
219,36.00,18.80,17.68,747,0.60
220,36.00,18.70,17.57,755,0.61
221,36.00,18.70,17.57,747,0.60
222,36.00,18.70,17.57,754,0.61
223,36.00,18.70,17.57,748,0.60
224,36.00,18.70,17.57,756,0.61
225,36.00,18.70,17.57,747,0.60
226,36.00,18.70,17.57,752,0.61
227,36.00,18.70,17.57,747,0.60
228,36.00,18.60,17.46,.20,17.07,756,0.61
283,38.00,18.20,17.07,748,0.60
284,38.00,18.20,17.07,757,0.61
285,38.00,18.20,17.07,746,0.60
286,38.00,18.20,17.07,751,0.61
287,38.00,18.20,17.07,747,0.60
288,38.00,18.20,17.07,755,0.61
289,38.00,18.20,17.07,747,0.60
290,38.00,18.20,17.07,755,0.61
291,38.00,18.20,17.07,747,0.60
292,38.00,18.20,17.07,.90,16.76,755,0.61
347,39.00,17.90,16.76,748,0.60
348,39.00,17.90,16.76,757,0.61
349,39.00,17.90,16.76,749,0.60
350,39.00,17.80,16.65,758,0.61
351,39.00,17.80,16.65,750,0.60
352,39.00,17.80,16.65,755,0.61
353,39.00,17.80,16.65,751,0.61
354,39.00,17.80,16.65,757,0.61
355,39.00,17.80,16.65,751,0.61
356,39.00,17.80,16.65,.40,16.24,751,0.61
411,40.00,17.40,16.24,741,0.60
412,40.00,17.40,16.24,752,0.61
413,40.00,17.40,16.24,740,0.60
414,40.00,17.50,16.35,753,0.61
415,40.00,17.50,16.35,745,0.60
416,40.00,17.50,16.35,753,0.61
417,40.00,17.50,16.35,743,0.60
418,40.00,17.50,16.35,752,0.61
419,40.00,17.50,16.35,744,0.60
420,40.00,17.50,16.35,.30,16.16,751,0.61
475,41.00,17.30,16.16,742,0.60
476,41.00,17.30,16.16,752,0.61
477,41.00,17.30,16.16,743,0.60
478,41.00,17.30,16.16,752,0.61
479,41.00,17.30,16.16,742,0.60
480,41.00,17.20,16.05,752,0.61
481,41.00,17.20,16.05,742,0.60
482,41.00,17.20,16.05,752,0.61
483,41.00,17.20,16.05,742,0.60
484,41.00,17.20,16.05,.90,15.77,734,0.59
539,43.00,16.90,15.77,739,0.60
540,43.00,16.90,15.77,736,0.59
541,43.00,16.90,15.77,741,0.60
542,43.00,16.90,15.77,736,0.59
543,43.00,16.90,15.77,740,0.60
544,43.00,16.90,15.77,740,0.60
545,43.00,16.90,15.77,745,0.60
546,43.00,16.90,15.77,742,0.60
547,43.00,16.90,15.77,748,0.60
548,43.00,16.90,15.77,.60,15.44,746,0.60
603,43.00,16.60,15.44,750,0.60
604,43.00,16.60,15.44,747,0.60
605,43.00,16.60,15.44,752,0.61
606,43.00,16.60,15.44,747,0.60
607,44.00,16.50,15.35,751,0.61
608,44.00,16.50,15.35,746,0.60
609,44.00,16.50,15.35,751,0.61
610,44.00,16.50,15.35,748,0.60
611,44.00,16.50,15.35,752,0.61
