25,45.00,22.70,22.20,751,0.61
26,45.00,22.70,22.20,747,0.60
27,45.00,22.60,22.09,750,0.60
28,45.00,22.60,22.09,746,0.60
29,45.00,22.60,22.09,746,0.60
30,45.00,22.60,22.09,741,0.60
31,45.00,22.60,22.09,745,0.60
32,45.00,22.60,22.09,741,0.60
33,45.00,22.60,22.09,759,0.61
34,45.00,22.60,22.09,741,0.60
35,45.00,22.60,22.09,45.00,22.60,22.09,747,0.60
92,45.00,22.60,22.09,743,0.60
93,45.00,22.70,22.20,746,0.60
94,45.00,22.70,22.20,741,0.60
95,45.00,22.60,22.09,747,0.60
96,45.00,22.60,22.09,741,0.60
97,45.00,22.70,22.20,747,0.60
98,45.00,22.70,22.20,742,0.60
99,45.00,22.60,22.09,747,0.60
100,45.00,22.60,22.09,740,0.60
101,45.00,22.60,22.092.60,22.09,751,0.61
156,45.00,22.60,22.09,746,0.60
157,45.00,22.60,22.09,750,0.60
158,45.00,22.60,22.09,746,0.60
159,45.00,22.60,22.09,752,0.61
160,45.00,22.60,22.09,746,0.60
161,45.00,22.60,22.09,751,0.61
162,45.00,22.60,22.09,746,0.60
163,45.00,22.60,22.09,749,0.60
164,45.00,22.60,22.09,741,0.60
167,45.00,22.60,22.095.10,25.81,796,0.64
222,83.00,25.00,25.72,913,0.74
223,83.00,25.00,25.72,799,0.64
224,83.00,25.00,25.72,924,0.74
225,83.00,25.00,25.72,801,0.65
226,83.00,24.80,25.50,928,0.75
227,83.00,24.80,25.50,799,0.64
228,83.00,24.80,25.50,933,0.75
229,83.00,24.80,25.50,802,0.65
230,83.00,24.60,25.28,939,0.76
231,83.00,24.60,25.283.40,23.44,795,0.64
286,62.00,23.40,23.41,941,0.76
287,62.00,23.40,23.41,804,0.65
288,61.00,23.40,23.39,943,0.76
289,61.00,23.40,23.39,803,0.65
290,60.00,23.40,23.36,939,0.76
291,60.00,23.40,23.36,802,0.65
292,58.00,23.40,23.31,938,0.76
293,58.00,23.40,23.31,803,0.65
294,57.00,23.40,23.28,940,0.76
295,57.00,23.40,23.28,802,0.65
296,56.00,23.40,23.26,935,0.75
297,56.00,23.40,23.26,802,0.65
298,55.00,23.40,23.23,942,0.76
299,55.00,23.40,23.23,802,0.65
300,54.00,23.40,23.21,944,0.76
301,54.00,23.40,23.21,802,0.65
302,54.00,23.40,23.21,944,0.76
303,54.00,23.40,23.21,802,0.65
304,53.00,23.40,23.18,944,0.76
305,53.00,23.40,23.18,803,0.65
306,53.00,23.40,23.18,946,0.76
307,53.00,23.40,23.18,805,0.65
308,52.00,23.40,23.15,944,0.76
309,52.00,23.40,23.15,805,0.65
310,52.00,23.40,23.15,944,0.76
311,52.00,23.40,23.15,805,0.65
312,51.00,23.30,23.02,944,0.76
313,51.00,23.30,23.02,803,0.65
314,51.00,23.30,23.02,942,0.76
315,51.00,23.30,23.02,802,0.65
316,51.00,23.30,23.02,943,0.76
317,51.00,23.30,23.02,804,0.65
318,50.00,23.30,22.99,943,0.76
319,50.00,23.30,22.99,804,0.65
320,50.00,23.30,22.99,941,0.76
321,50.00,23.30,22.99,802,0.65
322,50.00,23.30,22.99,943,0.76
323,50.00,23.30,22.99,802,0.65
324,50.00,23.30,22.99,942,0.76
325,50.00,23.30,22.99,803,0.65
326,49.00,23.30,22.96,940,0.76
327,49.00,23.30,22.96,802,0.65
328,49.00,23.30,22.96,937,0.76
329,49.00,23.30,22.96,803,0.65
330,49.00,23.30,22.96,942,0.76
331,49.00,23.30,22.96,805,0.65
332,48.00,23.30,22.94,944,0.76
333,48.00,23.30,22.94,803,0.65
334,48.00,23.30,22.94,944,0.76
335,48.00,23.30,22.94,803,0.65
336,48.00,23.30,22.94,942,0.76
337,48.00,23.30,22.94,803,0.65
338,48.00,23.30,22.94,944,0.76
339,48.00,23.30,22.94,802,0.65
340,47.00,23.30,22.91,944,0.76
341,47.00,23.30,22.91,804,0.65
342,47.00,23.20,22.80,947,0.76
343,47.00,23.20,22.80,803,0.65
344,47.00,23.20,22.80,944,0.76
345,47.00,23.20,22.80,799,0.64
346,47.00,23.20,22.80,944,0.76
347,47.00,23.20,22.80,803,0.65
348,47.00,23.20,22.80,944,0.76
349,47.00,23.20,22.80,799,0.64
350,46.00,23.20,22.78,943,0.76
351,46.00,23.20,22.78,801,0.65
352,46.00,23.20,22.78,944,0.76
353,46.00,23.20,22.78,803,0.65
354,46.00,23.20,22.78,917,0.74
355,46.00,23.20,22.78,801,0.65
356,46.00,23.20,22.78,941,0.76
357,46.00,23.20,22.78,801,0.65
358,46.00,23.20,22.78,940,0.76
359,46.00,23.20,22.78,802,0.65
360,46.00,23.20,22.78,917,0.74
361,46.00,23.20,22.78,801,0.65
362,46.00,23.20,22.78,943,0.76
363,46.00,23.20,22.78,803,0.65
364,46.00,23.20,22.78,943,0.76
365,46.00,23.20,22.78,802,0.65
366,46.00,23.20,22.78,941,0.76
367,46.00,23.20,22.78,803,0.65
368,46.00,23.20,22.78,939,0.76
369,46.00,23.20,22.78,802,0.65
370,45.00,23.10,22.64,942,0.76
371,45.00,23.10,22.64,803,0.65
372,45.00,23.10,22.64,942,0.76
373,45.00,23.10,22.64,801,0.65
374,45.00,23.10,22.64,943,0.76
375,45.00,23.10,22.64,804,0.65
376,45.00,23.10,22.64,927,0.75
377,45.00,23.10,22.64,832,0.67
378,45.00,23.10,22.64,942,0.76
379,45.00,23.10,22.64,803,0.65
380,45.00,23.10,22.64,936,0.75
381,45.00,23.10,22.64,803,0.65
382,45.00,23.10,22.64,939,0.76
383,45.00,23.10,22.64,802,0.65
384,45.00,23.10,22.64,942,0.76
385,45.00,23.10,22.64,803,0.65
386,45.00,23.10,22.64,941,0.76
387,45.00,23.10,22.64,801,0.65
388,45.00,23.10,22.64,944,0.76
389,45.00,23.10,22.64,803,0.65
390,45.00,23.10,22.64,943,0.76
391,45.00,23.10,22.64,802,0.65
392,45.00,23.10,22.64,943,0.76
393,45.00,23.10,22.64,799,0.64
394,45.00,23.00,22.53,931,0.75
395,45.00,23.00,22.53,799,0.64
396,45.00,23.00,22.53,931,0.75
397,45.00,23.00,22.53,800,0.64
398,45.00,23.00,22.53,800,0.64
399,45.00,23.00,22.53,931,0.75
400,45.00,23.00,22.53,798,0.64
401,45.00,23.00,22.53,933,0.75
402,45.00,23.00,22.53,797,0.64
403,45.00,23.00,22.53,799,0.64
404,45.00,23.00,22.53,934,0.75
405,45.00,23.00,22.53,798,0.64
406,45.00,23.00,22.53,933,0.75
407,45.00,23.00,22.53,800,0.64
408,45.00,23.00,22.53,940,0.76
409,45.00,23.00,22.53,800,0.64
410,45.00,23.00,22.53,944,0.76
411,45.00,23.00,22.53,802,0.65
412,45.00,23.00,22.53,944,0.76
413,45.00,23.00,22.53,803,0.65
414,45.00,23.00,22.53,945,0.76
415,45.00,23.00,22.53,803,0.65
416,45.00,23.00,22.53,944,0.76
417,45.00,23.00,22.53,804,0.65
418,45.00,23.00,22.53,944,0.76
419,45.00,23.00,22.53,804,0.65
420,45.00,23.00,22.53,945,0.76
421,45.00,23.00,22.53,804,0.65
422,45.00,23.00,22.53,947,0.76
423,45.00,23.00,22.53,806,0.65
424,45.00,22.90,22.42,943,0.76
425,45.00,22.90,22.42,803,0.65
426,45.00,22.90,22.42,942,0.76
427,45.00,22.90,22.42,803,0.65
428,45.00,22.90,22.42,944,0.76
429,45.00,22.90,22.42,803,0.65
430,45.00,22.90,22.42,944,0.76
431,45.00,22.90,22.42,805,0.65
432,45.00,22.90,22.42,944,0.76
433,45.00,22.90,22.42,804,0.65
434,45.00,22.90,22.42,945,0.76
435,45.00,22.90,22.42,801,0.65
436,45.00,22.90,22.42,945,0.76
437,45.00,22.90,22.42,804,0.65
438,45.00,22.90,22.42,945,0.76
439,45.00,22.90,22.42,805,0.65
440,45.00,22.90,22.42,946,0.76
441,45.00,22.90,22.42,805,0.65
442,45.00,22.90,22.42,944,0.76
443,45.00,22.90,22.42,804,0.65
444,45.00,22.90,22.42,945,0.76
445,45.00,22.90,22.42,805,0.65
446,45.00,22.90,22.42,945,0.76
447,45.00,22.90,22.42,805,0.65
448,45.00,22.90,22.42,934,0.75
449,45.00,22.90,22.42,811,0.65
450,45.00,22.90,22.42,948,0.76
451,45.00,22.90,22.42,802,0.65
452,45.00,22.90,22.42,944,0.76
453,45.00,22.90,22.42,804,0.65
454,45.00,22.90,22.42,944,0.76
455,45.00,22.90,22.42,803,0.65
456,45.00,22.90,22.42,944,0.76
457,45.00,22.90,22.42,805,0.65
458,45.00,22.90,22.42,945,0.76
459,45.00,22.90,22.42,802,0.65
460,45.00,22.90,22.42,944,0.76
461,45.00,22.90,22.42,795,0.64
462,45.00,22.90,22.42,944,0.76
463,45.00,22.90,22.42,803,0.65
464,45.00,22.90,22.42,944,0.76
465,45.00,22.90,22.42,803,0.65
466,45.00,22.80,22.31,938,0.76
467,45.00,22.80,22.31,805,0.65
